City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
471,Wajir,KE,77.54,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
472,Frondenberg,DE,52.16,broken clouds,51.4667,7.7667,Hotel Am Rathaus
473,Escondido,US,64.29,scattered clouds,33.1192,-117.0864,Best Western Escondido Hotel
474,Gonzalez,US,75.47,clear sky,30.5816,-87.2914,Rosan Plaza Hotel
477,Harlingen,US,84.29,broken clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
478,Komsomolskiy,UZ,57.92,clear sky,40.4272,71.7189,Ikathouse
479,Beruwala,LK,78.26,overcast clouds,6.4788,79.9828,The Palms Hotel
481,Acarau,BR,78.12,overcast clouds,-2.8856,-40.12,castelo pizzaria
483,Mareeba,AU,72.45,light rain,-17.0,145.4333,Trinity Plains Tourist Park
484,Umm Lajj,SA,78.12,scattered clouds,25.0213,37.2685,Moon light Furnished Units
485,Wisch,NL,53.06,scattered clouds,51.9265,6.4171,Hotel Restaurant De Ploeg
486,Camabatela,AO,62.26,broken clouds,-8.1881,15.375,Comércio e Prestação de Serviços
487,Talkha,EG,54.37,broken clouds,31.0539,31.3779,Almadiafah
489,Ruangwa,TZ,69.73,overcast clouds,-10.0667,38.9333,Bariadi Inn & lodge
490,Mandalay,MM,85.91,few clouds,21.9747,96.0836,Hotel Yadanarbon
491,Manaus,BR,79.3,broken clouds,-3.1019,-60.025,Manaus Hotéis Millennium
492,Mantua,IT,54.55,overcast clouds,45.1667,10.7833,Hotel la Favorita
493,Ancud,CL,57.22,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
494,Srandakan,ID,77.9,broken clouds,-7.9386,110.2506,Puri Brata
495,Henderson,US,72.82,clear sky,36.0397,-114.9819,Hawthorn Suites By Wyndham Las Vegas/Henderson
498,Port Moresby,PG,81.82,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
499,Flinders,AU,65.17,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
501,Neuquen,AR,58.89,light rain,-38.9516,-68.0591,Hotel del Comahue
502,Santa Rosa,PH,85.08,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
503,Puerto Madero,MX,88.0,overcast clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
507,Namatanai,PG,84.61,light rain,-3.6667,152.4333,Seagulls Inn Namatani
510,San Andres,CO,84.22,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
515,Marsh Harbour,BS,73.71,broken clouds,26.5412,-77.0636,Abaco Beach Resort
516,Dzaoudzi,YT,80.49,broken clouds,-12.7887,45.2699,Le Rocher
517,Katerini,GR,55.98,scattered clouds,40.2719,22.5025,Hotel Olympion
518,Lompoc,US,63.79,scattered clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
519,Palmas,BR,75.07,scattered clouds,-10.2128,-48.3603,Hotel Lago da Palma
520,Teknaf,BD,78.57,clear sky,20.8624,92.3058,Forestry Guesthouse
522,Acapulco,MX,85.82,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
523,Olinda,BR,82.13,light rain,-8.0089,-34.8553,Flat Quatro Rodas Olinda
524,Kedougou,SN,90.59,overcast clouds,12.5579,-12.1743,Relais de Kédougou
525,Erdaojiang,CN,55.02,clear sky,41.7764,126.0319,Tonggang Hotel
527,Kitimat,CA,57.58,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
528,Farafangana,MG,73.81,moderate rain,-22.8167,47.8333,Miarina
529,Ocos,GT,87.98,few clouds,14.5094,-92.1933,Auto Hotel El Soñador
531,Koupela,BF,94.5,clear sky,12.1794,-0.3517,AUBERGE MAQUIS RESTO CAFE LE ROUTIER PLUS
536,Champa,IN,80.2,few clouds,22.05,82.65,Hotel Jaipuria
537,Sur,OM,85.1,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
538,Celestun,MX,81.27,clear sky,20.8667,-90.4,Posada Lilia
541,Havre,FR,52.2,clear sky,49.5833,0.3333,gite bois jourdain
543,Saint-Lo,FR,52.23,broken clouds,49.1162,-1.0903,Hôtel Mercure Saint-Lô Centre
544,Puerto Escondido,MX,85.03,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
545,Tramandai,BR,68.83,light rain,-29.9847,-50.1336,Hotel Da Praia
546,Abha,SA,62.42,few clouds,18.2164,42.5053,Abha Hotel
547,Tukrah,LY,62.13,scattered clouds,32.5341,20.5791,Lagrota restaurant
549,Maun,BW,62.56,clear sky,-19.9833,23.4167,Enviro Villa
551,Tuy Hoa,VN,78.42,scattered clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
553,Lazaro Cardenas,MX,81.81,clear sky,17.9583,-102.2,HOTEL QUINTA ANTIGUA
554,Alyangula,AU,84.07,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
556,Hopkinsville,US,82.44,clear sky,36.8656,-87.4886,Hampton Inn & Suites Hopkinsville
557,Pacific Grove,US,64.24,scattered clouds,36.6177,-121.9166,Lovers Point Inn
558,Brigantine,US,59.05,broken clouds,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
560,Izumo,JP,66.15,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
561,Riyadh,SA,73.54,broken clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
562,Lamu,KE,80.31,scattered clouds,-2.2717,40.902,Lamu House
563,Tchollire,CM,82.67,scattered clouds,8.4022,14.1698,"Auberge ""l'amicale"""
564,San Carlos Del Zulia,VE,74.82,broken clouds,9.0,-71.9135,Hotel El Manantial
565,Tembisa,ZA,57.29,few clouds,-25.9964,28.2268,2 Bongani Trevor Khumalo Crescent
567,Bethel,US,62.69,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
569,Trinidad,BO,82.38,broken clouds,-14.8333,-64.9,Hotel Piesta
570,Kushima,JP,68.5,overcast clouds,31.4583,131.2333,Hanaoka
572,Yining,CN,70.11,broken clouds,29.0361,114.5636,Xiushui Hotel
573,Plettenberg Bay,ZA,59.95,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
575,Kango,GA,75.0,overcast clouds,0.1943,10.0951,Hôtel Bar Restaurant Le Bercail
577,Concepcion,CL,55.2,broken clouds,-36.827,-73.0498,Hotel El Araucano
578,Cariati,IT,56.77,broken clouds,39.4922,16.9594,La Residenza
579,Kudat,MY,82.33,few clouds,6.8837,116.8477,Dream Garden Hotel
580,Andrews,US,87.06,broken clouds,32.3187,-102.5457,Days Inn by Wyndham Andrews Texas
581,Muroto,JP,66.33,overcast clouds,33.2833,134.15,Oota Ryokan
583,Copiapo,CL,55.09,few clouds,-27.3667,-70.3333,Antay Casino Hotel
584,Auki,SB,83.41,overcast clouds,-8.7676,160.7034,Auki Motel
585,Galesong,ID,75.22,broken clouds,-5.3166,119.3661,Sapriadi Appy
587,Barra Da Estiva,BR,65.43,scattered clouds,-13.6261,-41.3269,Pousada Central
588,Jinxiang,CN,67.62,overcast clouds,27.4327,120.6062,Wolong Village
589,Lakes Entrance,AU,57.16,clear sky,-37.8811,147.981,The Esplanade Resort & Spa
590,Morrope,PE,66.31,broken clouds,-6.5417,-80.0111,CASA WAYRA HOTEL
592,Cuenca,EC,59.13,broken clouds,-2.8833,-78.9833,Hotel Cuenca
594,Alta Floresta,BR,72.1,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
595,Pingliang,CN,57.18,broken clouds,35.5392,106.6861,North Gate Hostel
596,Yanam,IN,76.33,few clouds,16.7333,82.2167,The Regency Hotel
597,Eraclea,IT,54.45,overcast clouds,45.5806,12.6756,Ponte Crepaldo
599,Sao Fidelis,BR,72.86,clear sky,-21.6461,-41.7469,Hotel São José
600,El Vigia,VE,75.38,broken clouds,8.6219,-71.6506,Liceo Bolivariano 19 De Abril
601,Waiouru,NZ,50.92,clear sky,-39.4833,175.6667,Tawhiri
602,Jacqueville,CI,81.07,scattered clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
603,Russell,US,80.2,clear sky,32.3502,-85.1999,Macs
604,Los Llanos De Aridane,ES,60.55,overcast clouds,28.6585,-17.9182,Valle Aridane
606,Abu Zabad,SD,81.81,overcast clouds,12.35,29.25,حامد محمد نور
609,Watertown,US,60.66,few clouds,42.3709,-71.1828,16 Washburn Street Watertown MA
611,Viedma,AR,50.5,scattered clouds,-40.8135,-62.9967,Hotel Cristal
614,Ahipara,NZ,66.38,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
615,Kawalu,ID,75.0,overcast clouds,-7.3817,108.2082,West Jontor
617,Sao Jose Da Coroa Grande,BR,78.37,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
618,Pierre,US,77.92,clear sky,44.3683,-100.351,Ramkota Hotel
620,San Cristobal,VE,73.58,broken clouds,7.7669,-72.225,Pirineos
622,Nantucket,US,59.05,clear sky,41.2835,-70.0995,Jared Coffin House
624,Luganville,VU,79.63,light rain,-15.5333,167.1667,The Espiritu Hotel
625,Salvador,SV,78.84,overcast clouds,13.8333,-88.9167,Chico's Ranch
626,Ishigaki,JP,77.13,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
628,Saint-Joseph,RE,75.58,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
630,Chapada Dos Guimaraes,BR,74.86,scattered clouds,-15.4606,-55.7497,Pousada Morro Dos Ventos
632,Rumford,US,50.83,scattered clouds,44.5537,-70.5509,coastal rentals llc
634,Lanzhou,CN,60.37,scattered clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
636,Christchurch,NZ,59.41,broken clouds,-43.5333,172.6333,The George
637,Indaparapeo,MX,84.88,scattered clouds,19.7833,-100.9667,Hotel Familiar
638,Kingaroy,AU,62.64,scattered clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
639,Salalah,OM,80.69,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
642,West Bay,KY,82.47,scattered clouds,19.3667,-81.4167,Calypso Cove
643,Te Anau,NZ,56.48,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
646,Marsabit,KE,65.53,overcast clouds,2.3284,37.9899,Chicho Hotel
648,Knysna,ZA,59.52,overcast clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
651,Port Macquarie,AU,64.29,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
652,Virginia Beach,US,69.87,scattered clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
653,Khasan,RU,50.59,clear sky,42.4308,130.6434,Fangchuan Self-Driving Camp
655,Dunkirk,FR,55.0,broken clouds,51.05,2.3667,All Suites Appart Hôtel Dunkerque
657,Una,IN,85.62,few clouds,20.8167,71.0333,Hotel Harbhole
658,Melo,UY,53.83,moderate rain,-32.3667,-54.1833,Hotel Juana
659,Benguela,AO,75.15,broken clouds,-12.5763,13.4055,Hotel Praia Morena
660,Namibe,AO,72.28,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
661,Abu Dhabi,AE,78.91,clear sky,24.4667,54.3667,Beach Rotana
662,Ulladulla,AU,61.7,overcast clouds,-35.35,150.4667,Sandpiper Motel
663,La Plata,AR,56.82,scattered clouds,-34.9215,-57.9545,Hotel Corregidor
664,Labuhan,ID,80.44,broken clouds,-6.8844,112.2051,DoubleFAG
668,Mackay,AU,73.69,scattered clouds,-21.15,149.2,International Lodge Motel
670,Ca Mau,VN,82.44,few clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
671,Nakamura,JP,71.67,light rain,32.9833,132.9333,Hotel Crown Hills Nakamura
672,San-Pedro,CI,78.8,overcast clouds,4.7485,-6.6363,Hotel Maria
673,Remanso,BR,82.02,broken clouds,-9.6179,-42.0831,Hotel Mangueira
675,Maraba,BR,72.68,overcast clouds,-5.3686,-49.1178,Hotel Del Principe
676,Smithers,CA,52.12,overcast clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
677,Kiama,AU,66.0,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
679,Frontera,MX,94.32,clear sky,26.9333,-101.45,Fiesta Inn Monclova
680,Cabedelo,BR,79.47,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
681,Salinas,US,64.42,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
682,Key West,US,82.4,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
686,Rahden,DE,53.85,few clouds,52.4333,8.6167,Hotel Westfalen Hof
688,Baghmara,IN,81.9,clear sky,23.795,86.2085,Shankar tea shop
690,Nancha,CN,52.45,broken clouds,47.1333,129.2667,Communications Hotel
691,Tabas,IR,82.62,overcast clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
692,Charters Towers,AU,69.96,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
693,Antofagasta,CL,61.88,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
694,Agadir,MA,57.65,clear sky,30.4202,-9.5982,Iberostar Founty Beach
695,Saint-Pierre,RE,74.88,clear sky,-21.3393,55.4781,Lindsey Hôtel
696,Debre Tabor,ET,57.16,light rain,11.85,38.0167,Bahirdar
697,Harper,LR,78.64,scattered clouds,4.375,-7.7169,Screensaver
699,Odweyne,SO,72.68,broken clouds,9.4092,45.064,Eng Hiirey House
