City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Vardo,NO,70.3705,31.1107,35.06,96,97,18.14,light snow
348,Norman Wells,CA,65.282,-126.8329,32.04,43,0,14.97,clear sky
349,Osakarovka,KZ,50.565,72.5692,30.54,57,17,7.09,few clouds
350,Pinyug,RU,60.251,47.7842,37.89,80,100,6.38,overcast clouds
351,Rocha,UY,-34.4833,-54.3333,53.33,90,100,8.5,moderate rain
352,Sibu,MY,2.3,111.8167,75.51,94,40,3.44,scattered clouds
353,Port Blair,IN,11.6667,92.75,80.64,94,20,2.3,mist
354,Raudeberg,NO,61.9875,5.1352,50.67,81,68,12.12,broken clouds
355,Masasi,TZ,-10.7167,38.8,68.34,95,97,0.78,overcast clouds
356,Kavieng,PG,-2.5744,150.7967,83.46,77,93,10.87,light rain
357,Mecca,SA,21.4267,39.8261,80.44,66,4,0.98,clear sky
358,Cape Canaveral,US,28.4058,-80.6048,76.06,68,40,16.11,scattered clouds
359,Ashqelon,IL,31.6693,34.5715,64.8,88,95,5.32,overcast clouds
360,Longyearbyen,SJ,78.2186,15.6401,21.04,73,75,4.61,light snow
361,Doembang Nangbuat,TH,14.8333,100.1,83.05,77,6,7.58,clear sky
362,Sioux Lookout,CA,50.1001,-91.917,33.87,93,100,8.05,mist
363,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.03,88,0,9.78,clear sky
364,Zyryanovsk,KZ,49.7386,84.2719,34.68,78,75,1.7,broken clouds
365,Baruun-Urt,MN,46.6806,113.2792,46.36,39,98,20.11,overcast clouds
366,Sitrah,BH,26.1547,50.6206,77.0,60,0,3.44,clear sky
367,Ankazoabo,MG,-22.2833,44.5167,72.64,76,100,2.95,overcast clouds
368,Mahebourg,MU,-20.4081,57.7,76.24,69,40,12.66,scattered clouds
369,Clovis,US,36.8252,-119.7029,68.04,43,40,18.41,scattered clouds
370,Zogno,IT,45.7919,9.6562,55.85,87,75,2.3,broken clouds
371,Sorong,ID,-0.8833,131.25,77.58,90,100,7.38,overcast clouds
372,Hithadhoo,MV,-0.6,73.0833,84.36,71,100,10.18,overcast clouds
373,Karimnagar,IN,18.4333,79.15,82.69,56,83,7.78,broken clouds
374,Sinnamary,GF,5.3833,-52.95,75.65,91,100,6.76,overcast clouds
375,Karpathos,GR,35.507,27.2132,58.96,94,0,4.61,clear sky
376,The Pas,CA,53.8251,-101.2541,41.02,60,75,11.5,broken clouds
377,Keuruu,FI,62.2667,24.7,41.18,91,48,7.56,scattered clouds
378,Ardakan,IR,32.31,54.0175,67.14,38,56,3.02,broken clouds
379,Saint George,US,37.1041,-113.5841,56.62,47,40,19.57,light rain
380,Bandarbeyla,SO,9.4942,50.8122,81.28,79,36,5.82,scattered clouds
381,Nueva Loja,EC,0.0847,-76.8828,71.87,97,96,1.68,overcast clouds
382,La Ferte-Bernard,FR,48.1863,0.6536,55.02,80,79,10.49,broken clouds
383,Ouadda,CF,8.0777,22.4007,68.72,89,100,2.1,overcast clouds
384,Mariental,NA,-24.6333,17.9667,66.09,34,2,5.73,clear sky
385,Brownsville,US,25.9018,-97.4975,84.2,72,100,19.57,dust
386,Safakulevo,RU,54.9901,62.5442,30.78,69,4,7.47,clear sky
387,Mahibadhoo,MV,3.7833,72.9667,82.71,75,100,12.57,overcast clouds
388,Kampong Chhnang,KH,12.1667,104.55,81.37,71,15,6.02,few clouds
389,Balkhash,KZ,46.844,74.9804,50.45,61,93,14.94,overcast clouds
390,Nizhniy Kuranakh,RU,58.8353,125.4869,29.68,77,64,2.19,broken clouds
391,Vzmorye,RU,54.6961,20.2361,39.99,77,29,6.82,scattered clouds
392,Paamiut,GL,61.994,-49.6678,32.81,90,96,6.29,overcast clouds
393,Nanortalik,GL,60.1432,-45.2371,34.61,99,100,5.88,light snow
394,Kamaishi,JP,39.2667,141.8833,58.68,71,98,8.19,overcast clouds
395,Gulmarg,IN,34.049,74.3921,36.39,76,65,1.63,broken clouds
396,Marsa Matruh,EG,31.3525,27.2453,57.4,88,0,5.75,clear sky
397,Liberal,US,37.0431,-100.921,82.54,44,0,42.57,clear sky
398,Boddam,GB,57.4667,-1.7833,43.18,87,5,12.53,clear sky
399,Chimore,BO,-16.9833,-65.1333,76.66,84,100,1.36,overcast clouds
400,Donskoye,RU,45.4552,41.9741,44.73,88,3,4.7,clear sky
401,Yulara,AU,-25.2406,130.9889,64.24,45,98,10.36,overcast clouds
402,Acapetahua,MX,15.2833,-92.7,84.49,66,32,4.29,scattered clouds
403,Ayan,RU,56.45,138.1667,28.29,87,100,1.99,overcast clouds
404,Guanare,VE,9.0418,-69.7421,71.62,100,84,4.61,broken clouds
405,Timberlake,US,37.3207,-79.2575,78.76,34,0,5.75,clear sky
406,Kindersley,CA,51.4668,-109.1682,37.42,75,100,12.66,overcast clouds
407,Sobral,BR,-3.6861,-40.3497,73.98,96,93,2.35,heavy intensity rain
408,Portland,US,45.5234,-122.6762,62.58,66,75,11.5,broken clouds
409,Coquimbo,CL,-29.9533,-71.3436,56.93,100,20,5.75,few clouds
410,Vysokogornyy,RU,50.1167,139.15,30.61,84,100,7.9,overcast clouds
411,Arlit,NE,18.7369,7.3853,85.37,11,5,6.42,clear sky
412,Lodwar,KE,3.1191,35.5973,83.62,56,89,13.22,light rain
413,Xining,CN,36.6167,101.7667,50.11,54,88,2.33,overcast clouds
414,Sawakin,SD,19.1059,37.3321,81.28,76,53,6.22,broken clouds
415,Deputatskiy,RU,69.3,139.9,9.66,90,97,1.99,overcast clouds
416,Ebersberg,DE,48.0771,11.9706,47.55,88,99,6.38,overcast clouds
417,Kyabram,AU,-36.3167,145.05,59.88,58,97,7.02,overcast clouds
418,Nivala,FI,63.9167,24.9667,32.36,96,56,3.83,broken clouds
419,Torbay,CA,47.6666,-52.7314,39.97,52,100,8.05,overcast clouds
420,Kincardine,GB,56.0667,-3.7167,47.19,76,8,11.21,clear sky
421,Zajecar,RS,43.9036,22.2641,56.05,94,47,2.33,light rain
422,Naze,JP,28.3667,129.4833,72.52,90,100,10.16,overcast clouds
423,Neiafu,TO,-18.65,-173.9833,84.88,70,40,4.61,scattered clouds
424,Lata,PT,40.1629,-8.3327,50.81,97,100,4.23,light rain
425,Kardla,EE,58.9978,22.7492,40.05,83,63,5.06,broken clouds
426,Mehamn,NO,71.0357,27.8492,36.79,82,96,14.23,light rain
427,Natal,BR,-5.795,-35.2094,77.65,94,75,16.11,moderate rain
428,Baherden,TM,38.4362,57.4316,65.17,69,85,4.94,overcast clouds
429,Northam,GB,51.0333,-4.2167,52.25,71,86,18.66,overcast clouds
430,Hopelchen,MX,19.7667,-89.85,75.52,75,75,1.43,broken clouds
431,Ngorongoro,TZ,-3.2397,35.4875,51.91,95,71,2.95,broken clouds
432,Verkhnyaya Inta,RU,65.9811,60.3094,3.6,95,54,5.99,broken clouds
433,Shantipur,IN,23.25,88.4667,79.02,90,0,9.44,clear sky
434,Roald,NO,62.5833,6.1333,46.76,87,99,18.41,overcast clouds
435,Griffith,US,41.5284,-87.4237,59.31,89,100,8.05,mist
436,Biak,ID,-0.9131,122.8766,80.15,77,100,2.68,overcast clouds
437,Sena Madureira,BR,-9.0656,-68.6569,75.45,89,93,2.84,overcast clouds
438,Cedar City,US,37.6775,-113.0619,43.39,75,100,12.66,overcast clouds
439,Bolama,GW,11.5833,-15.4667,75.54,80,79,11.7,broken clouds
440,Abu Samrah,SY,35.3029,37.1841,64.22,19,46,4.63,scattered clouds
441,Evensk,RU,61.95,159.2333,24.78,75,83,1.92,broken clouds
442,Mount Darwin,ZW,-16.7725,31.5838,61.3,99,15,1.43,few clouds
443,Aykhal,RU,66.0,111.5,11.44,91,100,5.73,overcast clouds
444,Ilebo,CD,-4.3167,20.5833,72.46,97,99,1.5,moderate rain
445,Oktyabrskiy,RU,54.4815,53.471,34.93,73,2,4.38,clear sky
446,Vaitape,PF,-16.5167,-151.75,79.79,72,89,7.31,light rain
447,Lozuvatka,UA,48.0571,33.2858,45.68,72,71,8.9,broken clouds
448,Moses Lake,US,47.1301,-119.2781,62.96,27,0,8.05,clear sky
449,Harindanga,IN,22.0383,88.3214,81.03,86,8,11.83,clear sky
450,Pedreiras,BR,-4.5688,-44.6003,74.01,96,83,1.81,broken clouds
451,Panguna,PG,-6.3164,155.4848,73.36,85,100,2.48,overcast clouds
452,Kieta,PG,-6.2167,155.6333,80.38,81,100,0.81,overcast clouds
453,Lumeje,AO,-11.55,20.7833,61.63,73,89,4.85,overcast clouds
454,Tual,ID,-5.6667,132.75,83.93,69,84,3.06,broken clouds
455,Chaohu,CN,31.6,117.8667,66.81,86,100,4.81,moderate rain
456,Lorengau,PG,-2.0226,147.2712,84.45,73,86,6.2,overcast clouds
457,Ulaanbaatar,MN,47.9077,106.8832,32.13,74,40,0.0,scattered clouds
458,Buala,SB,-8.145,159.5921,83.39,74,86,5.46,light rain
459,Payakumbuh,ID,-0.2202,100.6308,71.74,96,98,0.89,overcast clouds
460,Cabo San Lucas,MX,22.8909,-109.9124,87.1,34,0,14.97,clear sky
461,Ciro Marina,IT,39.3732,17.126,57.34,76,38,4.47,scattered clouds
462,Batagay-Alyta,RU,67.8006,130.4114,14.85,88,100,3.85,overcast clouds
463,Listvyanskiy,RU,54.4399,83.4984,26.49,55,81,9.35,broken clouds
464,Kuzedeyevo,RU,53.3308,87.2019,28.22,75,100,4.38,overcast clouds
465,Beziers,FR,43.3476,3.219,57.38,82,0,6.91,clear sky
466,Paita,PE,-5.0892,-81.1144,69.89,81,18,17.85,few clouds
467,Warri,NG,5.5167,5.75,77.9,91,86,5.26,overcast clouds
468,Molina,CL,-35.1167,-71.2833,60.53,77,57,3.44,broken clouds
469,Dingle,PH,10.9995,122.6711,82.35,78,42,10.2,scattered clouds
470,Dagana,MR,16.5165,-15.5068,82.8,26,67,16.17,broken clouds
471,Wajir,KE,1.7471,40.0573,77.54,82,100,8.34,overcast clouds
472,Frondenberg,DE,51.4667,7.7667,52.16,84,75,12.66,broken clouds
473,Escondido,US,33.1192,-117.0864,64.29,65,40,13.8,scattered clouds
474,Gonzalez,US,30.5816,-87.2914,75.47,67,0,8.05,clear sky
475,Maniitsoq,GL,65.4167,-52.9,29.28,92,100,4.32,overcast clouds
476,Inuvik,CA,68.3499,-133.7218,34.66,35,0,12.66,clear sky
477,Harlingen,US,26.1906,-97.6961,84.29,50,75,24.16,broken clouds
478,Komsomolskiy,UZ,40.4272,71.7189,57.92,58,5,2.3,clear sky
479,Beruwala,LK,6.4788,79.9828,78.26,85,96,3.36,overcast clouds
480,Sorland,NO,67.667,12.6934,40.98,73,77,16.75,broken clouds
481,Acarau,BR,-2.8856,-40.12,78.12,85,89,8.7,overcast clouds
482,Warmbad,NA,-28.45,18.7333,65.79,54,45,4.83,scattered clouds
483,Mareeba,AU,-17.0,145.4333,72.45,93,100,4.68,light rain
484,Umm Lajj,SA,25.0213,37.2685,78.12,59,37,5.21,scattered clouds
485,Wisch,NL,51.9265,6.4171,53.06,68,37,5.01,scattered clouds
486,Camabatela,AO,-8.1881,15.375,62.26,95,75,1.57,broken clouds
487,Talkha,EG,31.0539,31.3779,54.37,90,61,5.48,broken clouds
488,Churapcha,RU,62.0025,132.4325,30.13,72,97,1.54,overcast clouds
489,Ruangwa,TZ,-10.0667,38.9333,69.73,95,93,0.87,overcast clouds
490,Mandalay,MM,21.9747,96.0836,85.91,42,15,7.36,few clouds
491,Manaus,BR,-3.1019,-60.025,79.3,94,75,5.75,broken clouds
492,Mantua,IT,45.1667,10.7833,54.55,90,96,1.99,overcast clouds
493,Ancud,CL,-41.8697,-73.8203,57.22,94,100,32.32,light rain
494,Srandakan,ID,-7.9386,110.2506,77.9,82,79,3.31,broken clouds
495,Henderson,US,36.0397,-114.9819,72.82,24,0,11.5,clear sky
496,Sandnessjoen,NO,66.0217,12.6316,38.64,87,100,3.0,overcast clouds
497,Avram Iancu,RO,46.3833,22.7833,45.32,98,97,2.01,moderate rain
498,Port Moresby,PG,-9.4431,147.1797,81.82,78,40,3.44,scattered clouds
499,Flinders,AU,-34.5833,150.8552,65.17,88,84,5.99,broken clouds
500,Rochegda,RU,62.8,43.25,34.93,97,100,5.91,overcast clouds
501,Neuquen,AR,-38.9516,-68.0591,58.89,72,0,0.0,light rain
502,Santa Rosa,PH,14.3122,121.1114,85.08,69,11,12.26,few clouds
503,Puerto Madero,MX,14.7208,-92.4215,88.0,66,100,9.22,overcast clouds
504,Mandalgovi,MN,45.7625,106.2708,42.08,44,12,12.28,few clouds
505,Genhe,CN,50.7833,121.5167,37.44,33,100,6.22,overcast clouds
506,Rio Gallegos,AR,-51.6226,-69.2181,46.45,66,0,17.27,clear sky
507,Namatanai,PG,-3.6667,152.4333,84.61,70,87,7.05,light rain
508,Tazovskiy,RU,67.4667,78.7,-5.28,100,65,7.29,broken clouds
509,Kologriv,RU,58.8275,44.3178,39.09,74,38,4.94,scattered clouds
510,San Andres,CO,12.5847,-81.7006,84.22,74,40,10.36,scattered clouds
511,Magistralnyy,RU,56.1725,107.4458,28.2,68,93,2.13,overcast clouds
512,Inta,RU,66.0317,60.1659,2.97,95,53,6.8,broken clouds
513,Opuwo,NA,-18.0607,13.84,63.86,46,4,3.87,clear sky
514,Vestmannaeyjar,IS,63.4427,-20.2734,46.24,85,61,12.62,broken clouds
515,Marsh Harbour,BS,26.5412,-77.0636,73.71,65,75,21.32,broken clouds
516,Dzaoudzi,YT,-12.7887,45.2699,80.49,89,75,5.75,broken clouds
517,Katerini,GR,40.2719,22.5025,55.98,98,38,3.58,scattered clouds
518,Lompoc,US,34.6391,-120.4579,63.79,67,40,21.85,scattered clouds
519,Palmas,BR,-10.2128,-48.3603,75.07,100,40,0.0,scattered clouds
520,Teknaf,BD,20.8624,92.3058,78.57,85,2,1.5,clear sky
521,Hudiksvall,SE,61.729,17.1036,39.76,76,81,10.54,broken clouds
522,Acapulco,MX,16.8634,-99.8901,85.82,66,40,9.22,scattered clouds
523,Olinda,BR,-8.0089,-34.8553,82.13,78,20,8.05,light rain
524,Kedougou,SN,12.5579,-12.1743,90.59,14,100,4.81,overcast clouds
525,Erdaojiang,CN,41.7764,126.0319,55.02,29,1,9.24,clear sky
526,Labytnangi,RU,66.6572,66.4183,-6.16,94,100,3.27,overcast clouds
527,Kitimat,CA,54.0524,-128.6534,57.58,63,100,1.01,overcast clouds
528,Farafangana,MG,-22.8167,47.8333,73.81,92,99,5.37,moderate rain
529,Ocos,GT,14.5094,-92.1933,87.98,67,15,8.86,few clouds
530,Gugesti,RO,45.5667,27.1333,48.83,86,83,6.46,broken clouds
531,Koupela,BF,12.1794,-0.3517,94.5,27,6,5.7,clear sky
532,Ust-Nera,RU,64.5667,143.2,18.95,88,98,4.34,overcast clouds
533,Pilot Butte,CA,50.4668,-104.4178,35.65,85,100,13.8,overcast clouds
534,Sistranda,NO,63.7256,8.834,40.96,81,100,20.27,overcast clouds
535,Dukat,RU,62.55,155.55,17.6,78,78,2.37,broken clouds
536,Champa,IN,22.05,82.65,80.2,31,16,5.95,few clouds
537,Sur,OM,22.5667,59.5289,85.1,41,97,11.92,overcast clouds
538,Celestun,MX,20.8667,-90.4,81.27,67,10,20.13,clear sky
539,Leningradskiy,RU,69.3833,178.4167,20.68,90,38,4.65,scattered clouds
540,Skjervoy,NO,70.0311,20.9714,35.6,71,95,12.64,overcast clouds
541,Havre,FR,49.5833,0.3333,52.2,76,0,10.36,clear sky
542,Sokolo,ML,14.7328,-6.1219,88.29,10,100,13.0,overcast clouds
543,Saint-Lo,FR,49.1162,-1.0903,52.23,88,75,8.46,broken clouds
544,Puerto Escondido,MX,15.85,-97.0667,85.03,70,75,6.91,broken clouds
545,Tramandai,BR,-29.9847,-50.1336,68.83,85,100,3.83,light rain
546,Abha,SA,18.2164,42.5053,62.42,39,20,0.0,few clouds
547,Tukrah,LY,32.5341,20.5791,62.13,82,27,6.06,scattered clouds
548,Mungaa,TZ,-4.9667,34.8833,59.41,88,94,4.45,overcast clouds
549,Maun,BW,-19.9833,23.4167,62.56,77,0,4.61,clear sky
550,Nizhniy Tsasuchey,RU,50.5167,115.1333,31.1,92,100,12.19,snow
551,Tuy Hoa,VN,13.0833,109.3,78.42,79,29,2.55,scattered clouds
552,Pangody,RU,65.85,74.4859,-2.02,99,89,8.59,overcast clouds
553,Lazaro Cardenas,MX,17.9583,-102.2,81.81,58,2,9.26,clear sky
554,Alyangula,AU,-13.8483,136.4192,84.07,79,4,5.75,clear sky
555,Iwanai,JP,42.9744,140.5089,45.14,83,100,16.58,overcast clouds
556,Hopkinsville,US,36.8656,-87.4886,82.44,81,4,8.72,clear sky
557,Pacific Grove,US,36.6177,-121.9166,64.24,73,40,11.5,scattered clouds
558,Brigantine,US,39.4101,-74.3646,59.05,77,78,0.51,broken clouds
559,Aragats,AM,40.4889,44.3528,38.77,54,35,5.35,scattered clouds
560,Izumo,JP,35.3667,132.7667,66.15,72,75,18.41,broken clouds
561,Riyadh,SA,24.6877,46.7219,73.54,15,69,3.58,broken clouds
562,Lamu,KE,-2.2717,40.902,80.31,78,26,9.4,scattered clouds
563,Tchollire,CM,8.4022,14.1698,82.67,51,38,2.64,scattered clouds
564,San Carlos Del Zulia,VE,9.0,-71.9135,74.82,87,60,5.57,broken clouds
565,Tembisa,ZA,-25.9964,28.2268,57.29,92,14,2.53,few clouds
566,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,76,75,41.43,broken clouds
567,Bethel,US,41.3712,-73.414,62.69,27,0,10.36,clear sky
568,College,US,64.8569,-147.8028,49.95,32,75,4.61,broken clouds
569,Trinidad,BO,-14.8333,-64.9,82.38,83,75,4.61,broken clouds
570,Kushima,JP,31.4583,131.2333,68.5,66,100,3.06,overcast clouds
571,Tombouctou,ML,20.0,-3.0,78.12,9,19,10.85,few clouds
572,Yining,CN,29.0361,114.5636,70.11,90,77,1.01,broken clouds
573,Plettenberg Bay,ZA,-34.0527,23.3716,59.95,78,100,2.35,overcast clouds
574,Saqqez,IR,36.2499,46.2735,47.53,39,5,2.19,clear sky
575,Kango,GA,0.1943,10.0951,75.0,98,99,0.58,overcast clouds
576,Heihe,CN,50.2441,127.4902,43.38,38,54,1.7,broken clouds
577,Concepcion,CL,-36.827,-73.0498,55.2,100,75,5.75,broken clouds
578,Cariati,IT,39.4922,16.9594,56.77,76,51,4.81,broken clouds
579,Kudat,MY,6.8837,116.8477,82.33,89,20,3.44,few clouds
580,Andrews,US,32.3187,-102.5457,87.06,43,69,36.93,broken clouds
581,Muroto,JP,33.2833,134.15,66.33,67,90,1.95,overcast clouds
582,Avera,US,33.194,-82.5271,78.85,68,9,5.41,clear sky
583,Copiapo,CL,-27.3667,-70.3333,55.09,66,16,1.63,few clouds
584,Auki,SB,-8.7676,160.7034,83.41,74,92,3.42,overcast clouds
585,Galesong,ID,-5.3166,119.3661,75.22,78,84,2.82,broken clouds
586,Svetlogorsk,BY,52.6333,29.7333,44.67,93,100,10.29,overcast clouds
587,Barra Da Estiva,BR,-13.6261,-41.3269,65.43,87,45,4.41,scattered clouds
588,Jinxiang,CN,27.4327,120.6062,67.62,95,99,2.3,overcast clouds
589,Lakes Entrance,AU,-37.8811,147.981,57.16,63,0,2.77,clear sky
590,Morrope,PE,-6.5417,-80.0111,66.31,79,53,16.02,broken clouds
591,Manzhouli,CN,49.6,117.4333,33.19,94,100,15.59,light snow
592,Cuenca,EC,-2.8833,-78.9833,59.13,82,75,12.66,broken clouds
593,Anadyr,RU,64.75,177.4833,30.7,86,40,2.24,scattered clouds
594,Alta Floresta,BR,-9.8756,-56.0861,72.1,96,80,2.91,broken clouds
595,Pingliang,CN,35.5392,106.6861,57.18,45,76,2.35,broken clouds
596,Yanam,IN,16.7333,82.2167,76.33,97,13,3.42,few clouds
597,Eraclea,IT,45.5806,12.6756,54.45,93,96,3.62,overcast clouds
598,La Sarre,CA,48.8002,-79.1996,30.52,81,72,4.83,broken clouds
599,Sao Fidelis,BR,-21.6461,-41.7469,72.86,83,0,1.41,clear sky
600,El Vigia,VE,8.6219,-71.6506,75.38,93,75,1.86,broken clouds
601,Waiouru,NZ,-39.4833,175.6667,50.92,47,7,5.23,clear sky
602,Jacqueville,CI,5.2052,-4.4146,81.07,84,29,11.34,scattered clouds
603,Russell,US,32.3502,-85.1999,80.2,41,0,9.22,clear sky
604,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,90,100,4.61,overcast clouds
605,Huntingdon,GB,52.3305,-0.1865,48.79,88,38,5.01,scattered clouds
606,Abu Zabad,SD,12.35,29.25,81.81,17,91,2.55,overcast clouds
607,Udala,ES,43.0778,-2.5125,49.69,83,89,7.11,overcast clouds
608,Palana,RU,59.1167,159.9667,24.01,77,24,6.64,few clouds
609,Watertown,US,42.3709,-71.1828,60.66,35,20,14.97,few clouds
610,Boende,CD,-0.2167,20.8667,71.42,97,79,1.14,broken clouds
611,Viedma,AR,-40.8135,-62.9967,50.5,59,26,7.94,scattered clouds
612,Chebsara,RU,59.2002,38.8356,42.66,90,100,2.53,overcast clouds
613,Butka,RU,56.7179,63.7866,26.44,77,9,3.58,clear sky
614,Ahipara,NZ,-35.1667,173.1667,66.38,56,70,15.59,broken clouds
615,Kawalu,ID,-7.3817,108.2082,75.0,91,91,2.37,overcast clouds
616,Severobaykalsk,RU,55.65,109.3167,24.22,64,94,2.15,overcast clouds
617,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.37,84,18,7.43,few clouds
618,Pierre,US,44.3683,-100.351,77.92,50,0,18.41,clear sky
619,Cody,US,44.5263,-109.0565,40.59,90,100,13.0,moderate rain
620,San Cristobal,VE,7.7669,-72.225,73.58,90,54,3.31,broken clouds
621,Putina,PE,-15.4667,-69.4333,46.99,64,53,6.13,broken clouds
622,Nantucket,US,41.2835,-70.0995,59.05,59,0,10.36,clear sky
623,Sobolevo,RU,54.4299,31.8996,42.21,89,90,7.47,overcast clouds
624,Luganville,VU,-15.5333,167.1667,79.63,88,96,6.35,light rain
625,Salvador,SV,13.8333,-88.9167,78.84,70,99,1.45,overcast clouds
626,Ishigaki,JP,24.3448,124.1572,77.13,100,75,13.8,broken clouds
627,Tokur,RU,53.1333,132.9,29.84,69,84,2.3,broken clouds
628,Saint-Joseph,RE,-21.3667,55.6167,75.58,80,62,16.53,light rain
629,Hovd,MN,48.0056,91.6419,40.35,37,22,3.69,few clouds
630,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,74.86,70,29,4.43,scattered clouds
631,Temiscaming,CA,46.7212,-79.0971,47.75,31,30,3.44,scattered clouds
632,Rumford,US,44.5537,-70.5509,50.83,61,46,9.71,scattered clouds
633,Aktash,RU,50.3,87.7333,16.09,74,35,3.96,scattered clouds
634,Lanzhou,CN,36.0564,103.7922,60.37,43,42,1.05,scattered clouds
635,Miles City,US,46.4083,-105.8406,43.77,81,100,14.97,overcast clouds
636,Christchurch,NZ,-43.5333,172.6333,59.41,58,76,5.75,broken clouds
637,Indaparapeo,MX,19.7833,-100.9667,84.88,17,40,6.91,scattered clouds
638,Kingaroy,AU,-26.5333,151.8333,62.64,88,40,13.8,scattered clouds
639,Salalah,OM,17.0151,54.0924,80.69,83,20,1.14,few clouds
640,Tokonou,GN,9.65,-9.7833,82.13,46,93,6.51,overcast clouds
641,Nyandoma,RU,61.669,40.1991,32.07,90,79,7.11,broken clouds
642,West Bay,KY,19.3667,-81.4167,82.47,79,40,14.97,scattered clouds
643,Te Anau,NZ,-45.4167,167.7167,56.48,63,57,7.45,broken clouds
644,Pinega,RU,64.7001,43.3936,33.08,99,100,3.22,light snow
645,Rorvik,NO,64.8621,11.2373,42.04,83,96,9.15,overcast clouds
646,Marsabit,KE,2.3284,37.9899,65.53,85,95,7.34,overcast clouds
647,Mayskiy,RU,47.6931,40.1025,44.01,85,37,5.39,scattered clouds
648,Knysna,ZA,-34.0363,23.0471,59.52,84,97,1.5,overcast clouds
649,Westerland,DE,54.9079,8.3033,48.22,76,1,19.57,clear sky
650,Lillesand,NO,58.2488,8.3778,44.64,70,4,6.91,clear sky
651,Port Macquarie,AU,-31.4333,152.9167,64.29,94,75,4.61,broken clouds
652,Virginia Beach,US,36.8529,-75.978,69.87,66,40,8.05,scattered clouds
653,Khasan,RU,42.4308,130.6434,50.59,52,2,5.91,clear sky
654,Mnogovershinnyy,RU,53.9353,139.9242,27.05,88,100,5.95,light snow
655,Dunkirk,FR,51.05,2.3667,55.0,82,67,14.58,broken clouds
656,Umm Kaddadah,SD,13.6017,26.6876,80.55,13,6,11.12,clear sky
657,Una,IN,20.8167,71.0333,85.62,30,21,6.44,few clouds
658,Melo,UY,-32.3667,-54.1833,53.83,95,94,5.68,moderate rain
659,Benguela,AO,-12.5763,13.4055,75.15,90,65,3.42,broken clouds
660,Namibe,AO,-15.1961,12.1522,72.28,81,50,5.77,scattered clouds
661,Abu Dhabi,AE,24.4667,54.3667,78.91,71,0,2.3,clear sky
662,Ulladulla,AU,-35.35,150.4667,61.7,84,91,3.69,overcast clouds
663,La Plata,AR,-34.9215,-57.9545,56.82,53,45,10.78,scattered clouds
664,Labuhan,ID,-6.8844,112.2051,80.44,85,55,4.97,broken clouds
665,Surovikino,RU,48.6078,42.8486,46.22,89,90,9.82,overcast clouds
666,Ornes,NO,66.8689,13.7078,37.69,87,98,7.81,overcast clouds
667,Turkistan,KZ,43.0,68.0,70.02,40,79,3.29,broken clouds
668,Mackay,AU,-21.15,149.2,73.69,94,40,12.66,scattered clouds
669,Ivdel,RU,60.6911,60.4206,21.94,96,98,2.66,overcast clouds
670,Ca Mau,VN,9.1769,105.15,82.44,77,15,5.32,few clouds
671,Nakamura,JP,32.9833,132.9333,71.67,55,100,2.62,light rain
672,San-Pedro,CI,4.7485,-6.6363,78.8,85,86,4.45,overcast clouds
673,Remanso,BR,-9.6179,-42.0831,82.02,57,55,10.0,broken clouds
674,Zdvinsk,RU,54.7021,78.661,27.39,54,30,7.16,scattered clouds
675,Maraba,BR,-5.3686,-49.1178,72.68,98,92,0.94,overcast clouds
676,Smithers,CA,54.7804,-127.1743,52.12,37,100,10.36,overcast clouds
677,Kiama,AU,-34.6833,150.8667,66.0,92,86,3.0,overcast clouds
678,Orissaare,EE,58.5592,23.0826,48.96,76,100,7.67,overcast clouds
679,Frontera,MX,26.9333,-101.45,94.32,34,6,5.99,clear sky
680,Cabedelo,BR,-6.9811,-34.8339,79.47,83,89,10.31,overcast clouds
681,Salinas,US,36.6777,-121.6555,64.42,60,0,17.27,clear sky
682,Key West,US,24.5557,-81.7826,82.4,69,0,17.27,clear sky
683,Mezen,RU,65.8522,44.24,32.5,99,100,8.37,snow
684,Gornorechenskiy,RU,44.2624,135.1133,49.98,38,13,14.67,few clouds
685,Zabaykalsk,RU,49.6333,117.3167,32.61,93,100,16.93,snow
686,Rahden,DE,52.4333,8.6167,53.85,78,22,12.66,few clouds
687,Noyabrsk,RU,63.1994,75.4507,2.26,96,96,13.38,overcast clouds
688,Baghmara,IN,23.795,86.2085,81.9,27,5,2.42,clear sky
689,Omsk,RU,55.0,73.4,28.29,54,0,8.99,clear sky
690,Nancha,CN,47.1333,129.2667,52.45,31,65,5.35,broken clouds
691,Tabas,IR,33.5959,56.9244,82.62,20,100,4.61,overcast clouds
692,Charters Towers,AU,-20.1,146.2667,69.96,86,100,13.44,overcast clouds
693,Antofagasta,CL,-23.65,-70.4,61.88,85,42,6.2,scattered clouds
694,Agadir,MA,30.4202,-9.5982,57.65,78,2,5.14,clear sky
695,Saint-Pierre,RE,-21.3393,55.4781,74.88,79,0,28.77,clear sky
696,Debre Tabor,ET,11.85,38.0167,57.16,65,100,2.46,light rain
697,Harper,LR,4.375,-7.7169,78.64,83,44,2.77,scattered clouds
